,省,市,区,地址,adcode
797,河北省,邯郸市,馆陶县,路桥乡王二厢村，想反映一下中燃公司停气问题。   解决为盼。,130433
798,河北省,邯郸市,馆陶县,路桥乡马寨村中燃燃气最近一个月频繁停气，白天停无法做饭，晚上停无法采暖，经了解，全县多数农村都存在这个问题，多次拨打市长热线均没有解决，现在天气越来越冷，如果没有燃气，我们农村人民怎么过冬，国家要求煤改气我们积极配合，改完没人管，广大农民怎么度过这个严冬，为什么单单停农村的气，城市的燃气怎么没听说停，希望领导尽快过问,130433
799,,,,,
800,河北省,保定市,安国市,中燃燃气在这么冷的冬天总是停气，不仅无法取暖还无法做饭，老百姓在这么冷的冬天是又冷又饿啊，请求领导解决,130683
801,,,,,
802,河北省,衡水市,枣强县,恩察镇王洼村老百姓响应政府号召，煤改气，煤炉、火炕都拆了，今年天然气一直供应不足，开始不让老百姓交燃气费，后来让缴费每月限额500，最近一个月每天晚上断气，百姓苦不堪言，室内温度晚上只有两三度，现在燃气取暖为老百姓唯一取暖方式，恳请领导帮忙解决一下。,131121
803,河北省,石家庄市,行唐县,龙州镇顺城街村天然气每天晚上都要停气，已经影响到我们这些村民的正常生活，老人和孩子都被冻感冒了，孩子每天还得上网课，披着被子坐在那还瑟瑟发抖；现在疫情还没有结束，我们这些村民一边抗疫情，一边还要想办法取暖；我们也给天然气公司打了电话，他们回复说，也不是人家的原因，是上游供气不足，他们也解决不了，只能让领导协调；我们这些村民也不知道上哪里反应这种情况，所以只能在这里留言，希望各位领导能帮忙协调解决晚上停气问题。马上数九寒天了，孩子还得每天上网课，老人也要晚上上厕所，晚上又是每天最冷的时候了，冻坏了暖气管道我们这些老百姓更没法过冬了，望各位领导尽快能帮我们解决，谢谢！,130125
804,,,,,
805,,,,,
806,河北省,保定市,定兴县,姚村镇姚村人，本村全体居民严格落实国家环保政策，拆除壁挂炉土灶等，使用天然气做饭取暖，而今年自11月初至今，燃气公司每晚10点至次日凌晨6点停气，这个时段为一天中最冷的时段，入冬以来，年轻人尚可抵抗寒冷，但老人和孩子无法承受寒冻痛苦，希望能尽快解决断气问题，之前已经打过12345电话提过诉求，但并没有从本质上解决问题，每天晚上10点到次日早上6点依旧停气，无法取暖，希望市领导能够敦促尽快解决问题。,130626
807,河北省,邢台市,南和县,村民，今天是12月21号，自从燃气限购让充200方之后，开始只是每天下午五点多做晚饭开始停气，现在每天大部分时间都停气，只在半夜来一会。别说取暖了，做饭都没有气。疫情严重全家都发烧也只能冻着，家里七个月大的小孩也是发烧每天冻得流鼻涕。现在已是数九寒冬，请领导解决一下农村老百姓的用气问题。,130527
808,河北省,邯郸市,曲周县,槐桥乡村民。 农村进入采暖季以来，先是经历了天然气限购，再到现在停气，已经严重影响到了农村老百姓的正常生活。半夜停气，还可以通过空调应急一下，但是早上和中午饭点停气，让老百姓如何吃饭。 这不是个例，应该引起重视。 ,130435
809,河北省,沧州市,献县,本斋乡中营村村民，每天下午和晚上天然气就会停气，晚上已经没办法正常取暖和做饭。涉及到农村建设与村民幸福感问题，请领导重视。,130929
810,河北省,邢台市,,任泽区骆庄乡全域停气。只停农村！今年入冬，买气供暖正常不过的问题，可是现在基本每天都停气，上午停，晚上停做饭没有气，家里有老人有即将出生的孩子，家里温度十度出头，交着气费，没有气用，不能供暖，不能做饭。燃气公司说上游管道压力小，他们也没办法。马上就要进九了，希望领导能够重视，煤改气是国家要求，改完没人管国家应该管不管。,130500
811,重庆市,县,,公安局对过的商品楼，每天晚上停气导致天然气取暖炉不能用，暖气冰凉，家里70岁和90岁的老人被冻感冒。据了解，村里也是这样，更冷。希望领导能查查此事，给百姓一个交代！,500200
812,河北省,衡水市,枣强县,王均乡前大市村，村民，我现在用中燃公司燃气取暖，在取暖期间停气限气让百姓苦不堪言，希望领导解决一下,131121
813,河北省,邯郸市,广平县,中燃公司经常停气，一天之内多次停气，不但不能取暖，甚至有时候做饭做到一半就没气了，零下几度的天气，老百姓的最基本的取暖问题得不到保障，希望领导能够督促燃气公司及时整改，调整政策，让老百姓能过一个温暖的冬天。,130432
814,河北省,邯郸市,馆陶县,的中燃天然气公司，还不能保障老百姓正常的供暖需求。白天白天停，晚上晚上停，几乎天天停气。当时老百姓为了响应咱们政府的节能环保政策，几乎都改成煤改气，然而不知道为啥今冬供暖不能保证。乡亲们给他们公司人员反应问题，他们总是拿“正在协商”给搪塞老百姓！这一搪塞就是一个多月！老百姓取暖这是基本的民生问题，在现在和平的年代，又是疫情当下，好多老人和孩子都因为没有取暖而感冒生病！任何理由都能成为让老百姓受冻的借口！希望领导们能体察民情，到基层来走访一下，体察一下老百姓的困苦！！！,130433
815,,,,,
816,,,,,
817,,,,,
818,河北省,沧州市,献县,段村镇农村天然气每天停三四次，严重影响家庭供暖以及做饭，在这严寒的季节家里老人孩子实在受不了，,130929
819,河北省,沧州市,献县,中燃燃气公司突然不定时断供天然气，乡亲们不能正常使用壁挂炉取暖和做饭，影响到乡亲们的基本生活，老人孩子因为不能正常供暖也跟着遭罪了，沧州市有没有领导能给老百姓解决不能正常供气的问题。特别是到中午或者晚上做饭用气的时候就突然停气。,130929
820,河北省,石家庄市,元氏县,南因乡南凡村，天然气频繁停气，无法正常取嗳，老年人、小孩被冻感冒，暖气冻坏，请领导关注！,130132
821,河北省,沧州市,南皮县,鲍官屯镇董丁庄村的一个村民，我向领导反应一下我们村现在的天然气取暖问题，我们村响应国家号召以气带煤，可是今年入冬以来首先天然气不好买，手机够气app一直持续更新，到了买到气了现在每到晚上后半夜，中燃公司就给我们停气，一直连续三天了，现在晚上都是零下十多度，家里都有老人孩子怎么能受得了，现在还有一个现象燃气一开一关都是一部分大的消费，农民这一年的庄家收入目前可以说还算乐观，但是都是辛苦受累挣来的，现在向地方有关部门反应没有结果，得不到答复！,130927
822,,,,,
823,河北省,沧州市,献县,河城街镇寨子村的村民，前两年在国家的号召下，我们村实施的煤改气取暖，现在环保了，钱多花了，，可燃气天天停，无法取暖，解决为盼。,130929
824,河北省,保定市,,的一位村民，现把村里天然气长时间停气问题跟领导反应一下情况，希望能够得到市委领导的高度重视，天气越来越冷，村里停气时间越来越长，家里网课的孩子，还有年迈的父母都需要一间暖和的小屋来度过寒冬，可现在村里每天晚上十点多停气，第二天早晨九十点钟来气，一些管道比较远的住户可能还没有等到燃气到来就又停气了，眼看天气越来越冷，希望领导能够想想办法 ,130600
825,,,,,
826,,,,,
827,,,,,
828,河北省,邯郸市,临漳县,中裕燃气公司为煤改气工程供气方。现在天寒地冻不送气。数日来一天三顿不送气无法做饭。晚上八九点钟送气凌晨三四点又停气了。解决为盼。,130423
829,,,,,
830,,,,,
831,,,,,
832,河北省,沧州市,青县,木门店镇，今年入冬，买气供暖正常不过的问题，可是现在基本每天都停气，上午停，晚上来，做饭没有气，家里有老人有即将出生的孩子，家里温度十度出头，交着气费，没有气用，不能供暖，不能做饭。燃气公司说上游管道压力小，他们也没办法。马上就要进九了，希望领导能够重视，煤改气是国家要求，改完没人管国家应该管不管？,130922
833,河北省,沧州市,泊头市,富镇,130981
834,河北省,邯郸市,广平县,南韩村乡靳庄村的村民  我现在反应的问题是这么冷的天 天然气公司却不给供气  也不知道是天然气公司没有购足气 ，一停停三天 来三个小时  ，这么冷的天孩子这么小 冬天怎么过，去年2021年 就是断断停停 今年又是  要是供气不足就不要开通  不要走那个形式 煤改气 百姓用不到 又有啥意义  望领导重视起来  给百姓一个暖和的冬天,130432
835,,,,,
836,河北省,衡水市,饶阳县,一个小村子里，近几年煤改气工程轰轰烈烈，今年我在老家的老母亲老父亲已经冻了半个冬天，天气这样寒冷，燃气动不动就停，白天做饭的时候停气，晚上供暖的时候停气，持续这月余。,131124
837,河北省,邯郸市,曲周县,南里岳乡北马店村，入冬以来天燃气天天停气，村民多方反应无人出面解决问题，村民无法吃饭取暖，壁挂炉暖气片很多冻坏。吃饭取暖问题无法解决。请领导予以关注。,130435
838,河北省,沧州市,泊头市,博通燃气，每天晚上12点后就会停气，已至室内温度忽高忽低，而且是无任何通知的停气！望领导给予协调沟通！,130981
839,河北省,保定市,望都县,为例，该公司通过每户每月限购100方、半夜停气、轮换停气等手段，限制农村采暖。100方气，只够六口之家农户采暖用三天！恳请领导亲自过问，让人民群众及时感受到党的温暖。,130631
840,,,,,
841,重庆市,县,,城怎么不停气，就特么停农村。气不够用是你们的问题，我们花了钱换了燃气灶，花钱买了气，还用不好，你们就是这样为人民服务的？就是这样为人民谋幸福的？要你们何用？,500200
842,,,,,
843,河北省,邯郸市,邱县,香城固镇安装的邱县中燃能源发展有限公司的管道天然气，现在正值冬季取暖使用中，最近天气比较冷，每天晚上整晚没有任何理由停气，天气这么冷取暖不能用，电话问过没有理由每天停天然气，希望领导关注一下，解决冬季取暖天然气的问题，谢谢！,130430
844,河北省,邯郸市,邱县,关于燃气停气，连续好几天了，每晚停气儿，孩子脚都冻了，上个月交钱时还限购，多了不让交，还一直停气儿。望政府早日解决一下我们老百姓的取暖问题.。,130430
845,河北省,衡水市,枣强县,新屯镇恩禄村村民，我们这里从供暖开始到现在一个月左右，基本天天晚上停气，现在晚上气温零下十度左右，天气这么冷。,131121
846,河北省,沧州市,泊头市,黄铁房村的村民，国家为了环保号召煤改气，我们都很支持，供暖前两年还可以，但是从今年入冬以来，开始是限购，好不容易冷了等到不限购，村民都交上燃气费准备取暖，才交上费就又开始停气10天，说什么弄增援管道，好不容易又通知能供气了，可是是时有时无的供气，别说取暖了，做饭的炉子都用不了，所以无奈只能再次求助，希望领导在百忙之中能关心一下底层老百姓，取暖是关于民生的大事，希望领导能为百姓做主！   ,130981
847,,,,,
848,,,,,
849,河北省,保定市,徐水区,东釜山乡北釜山村的一位普通百姓，我反应农村天气热供热问题，不知道什么原因导致农村的天然气经常停气。如果家里都是青壮年还可以。家里边有老人，孩子的真受不了。而且安装的时候都挺痛快。为什么考虑不到供应不上的问题。,130609
850,河北省,邯郸市,邱县,就卡着我们农村天然气用户不让多充值，限制天然气使用，现在就每晚断气，望领导妥善解决！,130430
851,河北省,邢台市,柏乡县,村民，由于燃气公司总是停气，导致壁挂炉坏了，现在也出了保修期了，一个壁挂炉好几千，无法使用，家里老人孩子挨冻，希望领导给予解决,130524
852,,,,,
853,,,,,
854,河北省,沧州市,南皮县,潞灌镇一个小村庄的村民！正值冬季，每天就靠着天然气取暖做饭，结果这两天总是给停气，这样费钱不说，老人孩子可受罪了！打电话咨询说是管道破了压力小，咱琢磨着管道不能总破吧？麻烦领导百忙之中抽出时间，让相关人员给解决一下这个问题！,130927
855,河北省,邯郸市,,利坤老停气，冻的老农民不行不行的。燃气取暖是政府让改的，怎么不能取暖的时候没人管了！我想问老百姓的钱来的容易吗？,130400
856,,,,,
857,河北省,邯郸市,,中燃天然气公司前期卡着农村地区一个月限购天然气45方。后来经过投诉有所好转一个月限购160方，现如今中燃公司天天晚上断天然气停天然气。（之前不让烧煤了）在这个寒冷的冬天我们靠什么取暖。望领导抓紧时间解决。给我们一个说法。,130400
858,河北省,衡水市,,农村已按要求煤改气，现在冬天零下十几度，燃气公司说停气就停气，无法供暖。家里有老人，有基础病，希望停气早日解决。,131100
859,,,,,
860,河北省,保定市,望都县,黄庄村一名村民，几年前因为环保，村里煤改气，使用燃气壁挂炉取暖，可是这两年燃气公司限售燃气一个月最多100方气，这根本不够用冬天又取暖又做饭。家里有老人跟孩子这怎么过啊！可恶的是今年晚上还断气，晚上8点到早上七点停气，煤改气就是燃气取暖呢，晚上给断气这是要把老百姓给冻死吗。不让用燃气当初煤改气干嘛。不止我一家是这样的问题，千千万万家都这样受冻，望领导解决此事，解决老百姓的民生问题。,130631
861,河北省,沧州市,献县,乐寿镇东街村自从12月9日停气，连续断供三天后终于来气，但做饭的时候火苗很小，暖气炉子也带不起来。12月14日开始白天有气晚上停气直到12月17日白天断断续续供气，由于天然气需要供做饭和取暖，因此不仅影响取暖，更没办法做饭。12月7日已经多次和大地燃气公司反映，直到现在未收到任何答复。天气越来越冷，希望尽快回复连供燃气。,130929
862,,,,,
863,河北省,沧州市,献县,商林乡魏家庄村民  自从我们村煤改气以来  燃气供应不足 经常性停气 自今年寒冬来临我们村还包括附近相邻村庄天然气更是供应不足，十天里面要有五天停气 取暖都成问题 望解决,130929
864,,,,,
865,河北省,省直辖县级行政区划,定州市,叮咛店镇中流村的村民，据我父母反应中流村现在每天晚上都停气，有时停气时间长，导致壁挂炉无法正常采暖。现在农村感冒发烧的人又多，屋里温度达不到，老百姓在家冻的受不了，病也好不了。,139001
866,,,,,
867,河北省,邯郸市,广平县,南阳堡乡韩旺村村民，现在开始中燃燃气公司经常性晚上停气，现在零下十几度的温度，老百姓家里没有煤，只能靠燃气取暖，每到晚上九点左右就把气停了，家里有老人有孩子在这么寒冷的天气下怎么生活，希望贵领导务必重视，如果解决不了的话可以更换燃气公司，再不行的话只能去省委反应以上问题了！,130432
868,,,,,
869,,,,,
870,,,,,
871,,,,,
872,河北省,邯郸市,邱县,气温已至零下，晚上气温更低，请尽快解决天然气供应问题，谢谢,130430
873,河北省,邯郸市,,肥乡毛演堡镇东谢店村天然气一到做饭时间就弱的连水都烧不开，饭都没法做， 有时候还停气。  解决为盼。,130400
874,河北省,邯郸市,临漳县,张村集的老百姓，临漳县利坤燃气公司收着高价的燃气费用，天冷了缺不送燃气，天越冷他越停气，现在都在家发烧难受类，没有天然气没法做饭没法取暖，煤改气已经三年了，每年到天冷的时候就没有气取暖， 希望领导能为老百姓做主,130423
875,,,,,
876,河北省,沧州市,泊头市,记者打电话,130981
877,河北省,邯郸市,邱县,农村居民，现在村里都改成天然气取暖了，这大冬天的中燃公司说停气就停气，有时半夜停气没法取暖，有时白天停气没法做饭，望有关领导重视。,130430
878,河北省,邯郸市,临漳县,住建局说已经知道； 4. 临漳地区16日零点以后最低气温零下9度； 5. 百姓没有了燃煤取暖炉，燃气又停了，这么冷的天，再不来燃气，家里的水管和暖气片壁挂炉会全部冻坏的。 6. 希望尽快恢复燃气；  望领导重视，体谅；谢谢,130423
879,河北省,保定市,博野县,广大农民积极响应政府号召完成了煤改气，可今年这个冬天真让农民们心寒:1.每天后半夜停气，停气后农民就得冻着2.农民必须先预交一笔费用，但是每次只能到线下营业网点按定额购买少量的天然气，也就几天的量，烧完了再到营业网点排队购买，农民们在寒风中排成长队，冻的瑟瑟发抖，这也太折腾人了。就不能每次让多买点气让农民们少跑腿、少受冻吗?恳请书记重视解决上述问题，不胜感激,130637
880,河北省,邯郸市,鸡泽县,吴官营乡中燃天然气公司天天停气。群众取暖吃饭都成了难题。孩子老人在家里取不了暖，冻的老人生病，孩子发烧。从入冬以来基本上天天到做饭的时候停气。晚上停气。！！希望有关领导关注解决乡亲们的民生问题！！！,130431
881,河北省,沧州市,吴桥县,沟店铺乡大庙新村入冬以来几乎天天停天然气，给居民取暖和做饭带来很大的不便，解决为盼。,130928
882,重庆市,县,,领导能帮助我村解决问题，使我村解决冬季取暖问题,500200
883,河北省,邯郸市,邱县,就卡着我们农村天然气用户不让多充值，每次最多只能充值二百块钱，限制天然气使用，现在就每晚断气，望领导妥善解决！,130430
884,河北省,保定市,定兴县,公民，自进入冬季取暖季以来，“中燃燃气公司”一直燃气限购，而且在每天白天非做饭的时间和晚上十点以后，就开始停气，面对即将到来的数九寒天，我们实在不知道如何度过那些寒冷的夜晚。尤其有老人和孩子，请T恤一下百姓疾苦，敦促中燃尽快解决。谢谢，祝工作顺利！,130626
885,河北省,保定市,博野县,北两合村的村民，我村已经过燃气改造，入冬以来不停的停气，数九寒天，天冻屋寒，无法采暖，我村积极响应国家号召进行燃气改造，换来的却是停气挨冻。保定市农村多有这个情况，市政府一直未有解决。故求助于省领导，望领导能及时督促，解决农民群众挨冻的问题,130637
886,河北省,邢台市,,南和区北二村的一位村民，今年的南和中燃天然气从八九月份至今，一开始是交气限购20方，现在是经常时不时的停气，有时会下通知，有时是突然停，每次好几个小时，进入冬季了，家里老人孩子取暖不畅、吃饭成问题。解决为盼。,130500
887,河北省,省直辖县级行政区划,定州市,高蓬镇孙家庄村的村民，为了响应国家双碳目标和河北省煤改气工程的号召，我家新房于2021年付费安装的新奥燃气的天然气管道，用至2021年10月份。我父母2021年才彻底搬进新房，正常使用燃气（有电表账单可佐证）。期间气表没走字，新奥燃气拆走气表以后，停供了燃气，至今没有提供解决方案，解决为盼。,139001
888,河北省,沧州市,泊头市,奥德燃气供暖，还没入冬了就天天停气，年轻人冷点没什么，可是家里老人孩子受不了冻啊！希望领导帮助老百姓解决取暖问题,130981
889,,,,,
890,,,,,
891,,,,,
892,,,,,
893,,,,,
894,河北省,沧州市,吴桥县,何庄乡北李村的居民，我家里有孩子。为了响应号召我把家里烧煤取暖的暖气拆了换成了天然气取暖，这大冬天的说停气就停气了，这一家老小怎么办？煤改气本来是一项惠民工程，现在没法取暖，渴望有关领导重视。,130928
895,河北省,邯郸市,曲周县,依庄乡牛疃村，限购燃气不说，购买气后，就给停气一村人哀声怨道无人过问无人解决，孩子都冻感冒了。之前说是为了环保强制更改天燃气，谁知换了燃气还得求爷爷告奶奶的求着人家，动不动就停气。打过12345没人管，刚才也有人打通燃气公司电话说就是没有燃气那我们老百姓花钱就该挨冻吃不上饭吗？燃气公司答应一年超过一千方燃气挨着给三年补助相应的燃气今年别说是补助了，就我们自己买气都不让买希望有关领导关注,130435
896,河北省,邯郸市,鸡泽县,中燃公司先是天然气限购，现在每天晚上半夜就停气，基本是被冻醒的，现在又白天停气，导致连吃饭都困难，希望领导能明察秋毫，让农民朋友过个温暖的的冬天，,130431
897,河北省,沧州市,泊头市,奥德天然气公司在寒冬之季天天停气老百姓响应国家号召煤改气都采用天然气供暖可是燃气公司天天停气每次给天然气公司打电话他们都说在维修但是没有结果，给泊头市政府打电话就说在协调给文庙镇政府打电话就说管不了弄的老百姓不知如何解决过冬问题希望领导看见留言能给老百姓做主让老百姓过一个真正的暖冬,130981
898,河北省,邯郸市,曲周县,农村人，现在上面要求农村人取暖都用煤改气，可是现在天气这么冷了，曲周县农村提供天然气的中燃公司，每个月只要限购300块钱的天然气，这用来取暖根本不够用，好吧，既然不够用我们的中燃天然气领导们就每天晚上一点左右开始停气，在这个后疫情时代，冻得人都发烧了，本来买药就困难，现在好了，还人为制造发烧人呢，希望领导能过问一下农村人的艰难生活，还有那个24小时服务电话永远没人接听，太难了！！！,130435
899,,,,,
900,,,,,
901,河北省,石家庄市,元氏县,赵同乡池村村民，自入冬以来本村村里以及附近几个村被中燃天然气公司无缘无故停供天然气。在最近几年村民积极响应党中央国务院以及当地政府号召下，全部用天燃气替换烧煤取暖，做饭。为大环境献出自己的绵薄之力。村民们明知使用天然气成本远远大于烧煤但也没有一丝抱怨。然而在换装天燃气取暖生活后的近些年冬季尤其今年，供气公司无缘无故没有任何通知情况连续长时间给村民停气。导致在这寒冷冬季无法取暖甚至连饭都做不了。 希望政府相关部门帮帮广大人民群众，让我们度过一个烧的上气取得上暖的冬天！ ,130132
902,河北省,省直辖县级行政区划,定州市,叮咛店镇赛里村竟然天天停气挺暖，不光是采暖，做饭都是问题，村子里多居住老人。本身就怕冷，走的家里还有刚出生的小孩儿。非常容易对小孩儿和老人的身体造成影响。整个定州市就赛里村周边这几个村停气，供暖是个问题，而且这边这燃气缴费需要去镇上交，每次缴费限制在100以内，多了不给交，周边村民大都是骑电车，一个冬天要跑十几趟。诉求:正常供气，正常缴费。,139001
903,河北省,保定市,涞水县,石亭镇石亭村燃气所属的涞水中燃公司每天凌晨两点开始停气，直到六点才送气。家里老人每天冻醒，拨打中燃人工热线无法接通。请求领导解决农村冬季供暖问题。,130623
904,,,,,
905,,,,,
906,河北省,沧州市,献县,中燃燃气公司突然不定时断供天然气，乡亲们不能正常使用壁挂炉取暖和做饭，影响到乡亲们的基本生活，老人孩子因为不能正常供暖也跟着遭罪了，沧州市有没有领导能给老百姓解决不能正常供气的问题。特别是到中午或者晚上做饭用气的时候就突然停气。,130929
907,河北省,保定市,易县,桥头乡使用天然气取暖，今冬气温骤降，用于取暖天然气每天供应不足，整晚停气，夜晚零下气温村民无法取暖，请领导重视并解决,130633
908,河北省,沧州市,献县,农村。  另外听老家父母反应，村里天然气经常停供，最长的停供时间长达20小时，且天然气限购，使家中的供暖和做饭无法正常保障，家中有年过八旬的老人，寒冷让老人身体无法吃的消。 作为儿女为家中亲人生活担心，恳请领导能于百忙之中了解并解决此事，事关民生，希望予以关注！ 盼家乡各方面建设更好！,130929
909,河北省,沧州市,献县,农村地区大多数人家都已经完成煤改气工程，煤炉已经拆掉，接入中国燃气公司燃气进行取暖，去年燃气灶维修不及时也就算了，但是在今年为什么燃气开始限购，最近几天甚至开始频繁停气，账户里有余额却没办法取暖做饭，气温已经是零下，希望能尽快解决这个问题！,130929
910,河北省,保定市,安国市,下边农村务农人员，自从农村改成燃气采暖以来，中燃天然气公司基本上没有供应燃气正常过。今年冬天更加过分，进入12月份限购每月燃气购买100方，100方天然气采暖基本上就是一个星期的用量，这几天晚上零下7/8度时候，中燃公司晚上停气早上来气，晚上半夜都是冻醒，家里老人受罪，我们响应政府号召煤改气，希望领导帮着解决我们的采暖问题，谢谢。,130683
911,河北省,保定市,涞水县,石亭镇大赤土村燃气多次后半夜无故停气，一停就是半宿，后半夜屋里冷如冰窖。群众冻成严重感冒，请求政府帮助。谢谢。,130623
912,,,,,
913,河北省,石家庄市,桥西区,留营华苑居民，本小区新奥燃气替代大地燃气，由于两家企业闹纠纷，小区自2022年1月3日停气到现在不给供气，整个小区57栋楼居民无法正常做饭，吃饭成问题！之前2021年12月20日至2021年12月26日停气六天，在这之前12月份还有两次，民生问题是大事，望书记百忙之中关注并解决为盼！,130104
914,,,,,
915,重庆市,县,,里小区不会停气吧！为什么农村就经常，连续的停气，连个通知都没有，希望有关领导能关心一下农民，最底层人的生活，解决停气问题,500200
916,,,,,
917,,,,,
918,陕西省,西安市,长安区,发文件由新奥燃气取代点式供气，需住户交1000元换表费。本以为交费换表以后能正常使用天然气，可是自2021年11月起，却因为新奥燃气方的问题经历了3次停气，前两次政府协商由大地燃气继续供气，这次停气从18号一直至今，新奥燃气方都没做出过回应，也未见其施工。多次寻求市长热线帮助都是催促镇政府督办，镇政府也没有给出过回复。年关将至，请政府帮助解决已经将近三个月的天然气。,610116
919,,,,,
920,重庆市,县,,领导，本人位于龙耳村，村里人在“煤改气”的时候安装的燃气，现在一到晚上就没气，老百姓安装这个的目的就是保证冬天的供暖，可现在停气的频率如此之高，我们花高价格安装的锅炉，现在就这样吗？本人经常身处外地，最开始看见群聊内容以为不实，今年探亲回来发现经常性停气，且无停气的相关公告，村里百姓不知道该如何维权，所以我代表村民希望相关部门能解决好相关事宜。,500200
921,,,,,
922,河北省,邯郸市,鸡泽县,双塔镇永光村的天然气，三天两头不能用，让我们怎么吃饭，怎么取暖，希望领导解决一下这个问题。,130431
923,河北省,承德市,滦平县,窑沟门异地搬迁的搬迁户，想反应这个搬迁区的取暖问题 ，每年我们都是交取暖费按照一平米26收取的费用，说是因为自己拉气供暖，具体也不太清楚，比别的地方收的多，却没有别的地方暖和，我们联系过12345市长热线 ，也没有得到实质性的改变，想着不太冷就行。今年还是按照26收取的费用，开始还挺暖和的，从数九开始，温度就越来越冷，直到今天下午，小区群里通知，说今天夜里只烧前半夜，后半夜就停暖了！ 现在这个小区应该连上天然气了，不用去别处拉气了，还是收了26一平！,130824
924,河北省,邯郸市,永年县,洺园街轮胎公司家属楼居民一到冬天，天天停气，不能做饭，家有小孩都在冻着，打天然气公司电话迟迟不给解决,130429
925,,,,,
926,,,,,
927,,,,,
928,河北省,邯郸市,曲周县,南里岳乡永胜村第二期气代煤工程安装的壁挂炉没有自动启动功能，可是2019年安装的第一批壁挂炉就能自动启动，供热正常，2021年的第三批壁挂炉又能自动启动。       半夜停电停气，气源电源再次恢复后，去启动开关按钮还的从主房到偏房去启动，这样就的冻感冒，不去启动按钮吧！壁挂炉就的冻坏。     一期和二期同样交费2600元，为什么产品却存在着差距？希望相关部门领导重视起来，尽快解决！,130435
929,,,,,
930,,,,,
931,河北省,邯郸市,,永年区西河庄乡甄庄村村民，自2019年煤改气用的是华燃长通的燃气，去年冬天2020年-2021年，煤改气第一年燃气供应很好，基本没出现过停现象，但今年2021年-2022年，特别是这几天连着一周，一直没有气，家里不能取暖也不能做饭，老人孩子都冻感冒了，做饭也只能用电锅煮个面条，期间电话给华燃长通0310-6777777，但是问题一直没解决，望领导协调重视这民生问题,130400
932,,,,,
933,河北省,邯郸市,,永年区临洺关镇洺兴嘉园的一位业主，自入冬以来，小区的供暖没有哪一天可以得到保障，一个星期来一天天然气，基本的生活得不到保障，没有天然家里做不了饭，供不了暖，问了身边朋友小区，不管是在村里还是附近的小区没有出过这种情况，只有我们这一个小区，一个星期有两天的天然气就是谢天谢地了。临近年关家里的准备不了年货，备不了年间所吃的粮食，如果不是有饭店，一大家子人的吃食物都将受到威胁。给天然气报修，人家说没接到你们的通知说故障，上门去问，说源头供气不足也没有办法，如果其他的小区也出现了停气的现象，这可以理解，可是身边朋友七八个小区都没有这种情況是不是就有点接受不了。家里有刚做完癌症手术的妈妈，还有怀着孕的我，现在都是最需要营养的时候，天天吃饭店的饭也不健康。外面下着雪，家里开着空调孩子个个都流鼻血，饭吃不了，暖不上，这个年能过好吗？希望领导可以为我们解决一下问题，让我们一大家子人可以吃上热乎饭．让我们可以过一个好年,130400
934,河北省,邯郸市,丛台区,小西堡乡王吕寨村冬季总是停气，每年冬天都是如此，天气越冷越停气，临近年关还是没有天然气。 向当地12345反馈多次，各村微信群、抖音、快手等社交app上，也都有群众的无奈抱怨，始终没有人能解决，请王书记能尽快为当地百姓解决燃气做饭和取暖问题。,130403
935,河北省,邯郸市,,永年区的一名普通群众，我的投诉也代表着许多群众的心声。永年区燃气公司供气不足群众基本生活供暖得不到保障，做饭都成问题。这样停气问题已经持续一个多月了，三天两头的停气。我记得有大概21年6月我区有一次“我为群众办实事”实践活动电视问政节目中，某领导发言由两家天燃气公司调整五家，各种供气应急预案。保证今年天燃气正常使用。可是现实情况却不是这样的，依然供气不足！,130400
936,,,,,
937,河北省,保定市,满城区,眺山营村村民我要说的也是全体村民的心声，每年冬天燃气取暖得不到保障，更别说做饭了，说停气就停气，严重影响正常生活，希望领导重视起来，多次向易友燃气公司反应仍然得不到解决，老人孩子冻得感冒，希望领导重视起来给我们老百姓做主，谢谢领导了！,130607
938,河北省,保定市,满城区,多个村供不上气，今年供暖以来经常停气，做饭取暖成问题,130607
939,,,,,
940,,,,,
941,,,,,
942,,,,,
943,,,,,
944,,,,,
945,,,,,
946,,,,,
947,河北省,保定市,定兴县,柳卓乡青冢村村民，自12号晚上降温，降雪以来家里天然气已经断气三四次了，晚上天气寒冷，农村房子保温也不好，希望不要再经常停气了！,130626
948,,,,,
949,河北省,邯郸市,邱县,陈村回族乡陈二村，我这里已经停气三天了，而且入冬以来也经常停气，打了中燃公司电话都是上下级推脱没有解决问题，现在连基本的做饭都成为了奢侈，更别说取暖了，家里有年迈的老人，还有基础性疾病，不能长时间没有暖气。在这里留言，我希望书记在百忙之中看到能帮忙解决一下供气问题。,130430
950,河北省,衡水市,安平县,辉煌能源有限公司晚上光停天然气，不能保障冬季供暖，每天晚上都要停，请相关部门处理。,131125
951,,,,,
952,河北省,邯郸市,邱县,古城营乡的，当初催着我们煤改气，现在可好，大冷的天一天天的停气，现在也没有其他的采暖措施，孩子又小，生病了怎么办,130430
953,,,,,
954,,,,,
955,,,,,
956,河北省,邯郸市,,虽然没有降雪，但温度也是在零度线徘徊，白天的气温也只有一二度，在这样的情况下，中电洲际在距离规定的停暖时间还有一个月的时候，却提前对管网进行降温，居民家里温度更低，不得不穿着棉衣，开着空调或者电暖气取暖！,130400
